-181.382, 64.887, 3.023,  7.606
-181.382, 64.786, 3.034,  7.639
-181.381, 64.684, 3.044,  7.672
-181.382, 64.583, 3.054,  7.705
-181.381, 64.480, 3.064,  7.738
-181.381, 64.378, 3.074,  7.771
-181.382, 64.275, 3.085,  7.804
-181.381, 64.172, 3.095,  7.837
-181.381, 64.069, 3.105,  7.870
-181.382, 63.965, 3.115,  7.903
-181.381, 63.861, 3.126,  7.936
-181.381, 63.756, 3.136,  7.969
-181.381, 63.652, 3.147,  8.002
-181.382, 63.547, 3.157,  8.035
-181.381, 63.441, 3.167,  8.068
-181.382, 63.335, 3.178,  8.101
-181.381, 63.229, 3.189,  8.134
-181.381, 63.122, 3.199,  8.167
-181.381, 63.016, 3.210,  8.200
-181.382, 62.908, 3.221,  8.233
-181.381, 62.801, 3.231,  8.266
-181.382, 62.693, 3.242,  8.299
-181.382, 62.584, 3.253,  8.332
-181.382, 62.476, 3.264,  8.365
-181.382, 62.367, 3.274,  8.398
-181.382, 62.257, 3.285,  8.431
-181.382, 62.147, 3.296,  8.464
-181.382, 62.037, 3.307,  8.497
-181.382, 61.927, 3.318,  8.530
-181.382, 61.816, 3.329,  8.563
-181.382, 61.705, 3.340,  8.596
-181.383, 61.593, 3.351,  8.629
-181.382, 61.481, 3.362,  8.662
-181.383, 61.369, 3.373,  8.695
-181.383, 61.256, 3.385,  8.728
-181.383, 61.143, 3.396,  8.761
-181.383, 61.029, 3.407,  8.794
-181.383, 60.915, 3.419,  8.827
-181.383, 60.801, 3.430,  8.860
-181.383, 60.687, 3.442,  8.893
-181.383, 60.572, 3.453,  8.926
-181.383, 60.456, 3.465,  8.959
-181.384, 60.340, 3.476,  8.992
-181.384, 60.224, 3.488,  9.025
-181.384, 60.108, 3.499,  9.058
-181.384, 59.991, 3.511,  9.091
-181.384, 59.873, 3.523,  9.124
-181.384, 59.756, 3.534,  9.157
-181.384, 59.638, 3.546,  9.190
-181.384, 59.519, 3.558,  9.223
-181.385, 59.400, 3.570,  9.256
-181.385, 59.281, 3.581,  9.289
-181.385, 59.161, 3.593,  9.322
-181.385, 59.041, 3.605,  9.355
-181.385, 58.921, 3.617,  9.388
-181.385, 58.800, 3.630,  9.421
-181.385, 58.678, 3.642,  9.454
-181.385, 58.557, 3.654,  9.487
-181.385, 58.435, 3.666,  9.520
-181.385, 58.312, 3.678,  9.553
-181.386, 58.189, 3.690,  9.586
-181.386, 58.066, 3.703,  9.619
-181.386, 57.942, 3.715,  9.652
-181.386, 57.818, 3.728,  9.685
-181.386, 57.693, 3.740,  9.718
-181.386, 57.568, 3.753,  9.751
-181.386, 57.443, 3.765,  9.784
-181.386, 57.317, 3.778,  9.817
-181.387, 57.191, 3.790,  9.850
-181.387, 57.064, 3.803,  9.883
-181.387, 56.937, 3.816,  9.916
-181.387, 56.810, 3.828,  9.949
-181.387, 56.682, 3.841,  9.982
-181.387, 56.553, 3.854, 10.015
-181.388, 56.425, 3.867, 10.048
-181.388, 56.295, 3.879, 10.081
-181.387, 56.166, 3.892, 10.114
-181.387, 56.036, 3.905, 10.147
-181.387, 55.905, 3.918, 10.180
-181.388, 55.774, 3.931, 10.213
-181.388, 55.643, 3.944, 10.246
-181.388, 55.511, 3.957, 10.279
-181.388, 55.379, 3.970, 10.312
-181.388, 55.246, 3.983, 10.345
-181.388, 55.113, 3.996, 10.378
-181.388, 54.980, 4.009, 10.411
-181.389, 54.846, 4.022, 10.444
-181.389, 54.711, 4.035, 10.477
-181.389, 54.577, 4.048, 10.510
-181.389, 54.441, 4.062, 10.543
-181.389, 54.306, 4.075, 10.576
-181.389, 54.169, 4.088, 10.609
-181.389, 54.033, 4.102, 10.642
-181.389, 53.896, 4.115, 10.675
-181.390, 53.758, 4.129, 10.708
-181.390, 53.620, 4.142, 10.741
-181.390, 53.482, 4.156, 10.774
-181.390, 53.343, 4.170, 10.807
-181.390, 53.204, 4.184, 10.840
-181.390, 53.064, 4.198, 10.873
-181.391, 52.923, 4.211, 10.906
-181.390, 52.783, 4.225, 10.939
-181.391, 52.642, 4.239, 10.972
-181.391, 52.500, 4.253, 11.005
-181.391, 52.358, 4.267, 11.038
-181.391, 52.215, 4.281, 11.071
-181.391, 52.072, 4.295, 11.104
-181.391, 51.929, 4.309, 11.137
-181.391, 51.785, 4.324, 11.170
-181.391, 51.640, 4.338, 11.203
-181.391, 51.495, 4.352, 11.236
-181.391, 51.350, 4.366, 11.269
-181.391, 51.204, 4.381, 11.302
-181.392, 51.057, 4.395, 11.335
-181.392, 50.910, 4.410, 11.368
-181.392, 50.763, 4.424, 11.401
-181.392, 50.615, 4.439, 11.434
-181.392, 50.467, 4.454, 11.467
-181.392, 50.318, 4.468, 11.500
-181.392, 50.169, 4.483, 11.533
-181.392, 50.019, 4.498, 11.566
-181.392, 49.869, 4.513, 11.599
-181.392, 49.718, 4.528, 11.632
-181.392, 49.567, 4.543, 11.665
-181.392, 49.415, 4.558, 11.698
-181.393, 49.262, 4.573, 11.731
-181.392, 49.110, 4.588, 11.764
-181.393, 48.956, 4.603, 11.797
-181.393, 48.802, 4.619, 11.830
-181.393, 48.648, 4.634, 11.863
-181.393, 48.493, 4.649, 11.896
-181.393, 48.338, 4.664, 11.929
-181.393, 48.182, 4.680, 11.962
-181.393, 48.026, 4.695, 11.995
-181.393, 47.869, 4.711, 12.028
-181.393, 47.711, 4.726, 12.061
-181.393, 47.553, 4.742, 12.094
-181.393, 47.395, 4.758, 12.127
-181.393, 47.236, 4.774, 12.160
-181.393, 47.076, 4.789, 12.193
-181.393, 46.916, 4.805, 12.226
-181.393, 46.756, 4.821, 12.259
-181.393, 46.595, 4.837, 12.292
-181.393, 46.433, 4.853, 12.325
-181.393, 46.271, 4.869, 12.358
-181.394, 46.108, 4.886, 12.391
-181.393, 45.945, 4.902, 12.424
-181.393, 45.781, 4.918, 12.457
-181.394, 45.617, 4.934, 12.490
-181.394, 45.452, 4.951, 12.523
-181.394, 45.286, 4.967, 12.556
-181.394, 45.120, 4.983, 12.589
-181.394, 44.954, 5.000, 12.622
-181.394, 44.787, 5.017, 12.655
-181.394, 44.619, 5.033, 12.688
-181.394, 44.451, 5.050, 12.721
-181.394, 44.282, 5.067, 12.754
-181.394, 44.113, 5.082, 12.787
-181.394, 43.943, 5.087, 12.820
-181.393, 43.774, 5.076, 12.853
-181.394, 43.606, 5.057, 12.886
-181.394, 43.438, 5.042, 12.919
-181.394, 43.270, 5.034, 12.952
-181.393, 43.103, 5.033, 12.985
-181.393, 42.935, 5.040, 13.018
-181.394, 42.766, 5.057, 13.051
-181.394, 42.597, 5.082, 13.084
-181.393, 42.427, 5.116, 13.117
-181.393, 42.255, 5.158, 13.150
-181.394, 42.081, 5.206, 13.183
-181.394, 41.906, 5.258, 13.216
-181.393, 41.729, 5.313, 13.249
-181.393, 41.550, 5.366, 13.282
-181.393, 41.370, 5.415, 13.315
-181.394, 41.188, 5.458, 13.348
-181.393, 41.005, 5.493, 13.381
-181.393, 40.821, 5.520, 13.414
-181.393, 40.637, 5.540, 13.447
-181.393, 40.452, 5.552, 13.480
-181.393, 40.267, 5.559, 13.513
-181.393, 40.082, 5.560, 13.546
-181.393, 39.897, 5.558, 13.579
-181.393, 39.712, 5.554, 13.612
-181.393, 39.527, 5.549, 13.645
-181.393, 39.343, 5.545, 13.678
-181.393, 39.158, 5.543, 13.711
-181.392, 38.973, 5.544, 13.744
-181.393, 38.788, 5.549, 13.777
-181.393, 38.603, 5.558, 13.810
-181.392, 38.418, 5.572, 13.843
-181.392, 38.232, 5.591, 13.876
-181.392, 38.044, 5.615, 13.909
-181.392, 37.856, 5.643, 13.942
-181.392, 37.667, 5.676, 13.975
-181.392, 37.477, 5.711, 14.008
-181.392, 37.286, 5.749, 14.041
-181.392, 37.093, 5.786, 14.074
-181.392, 36.899, 5.823, 14.107
-181.392, 36.704, 5.857, 14.140
-181.392, 36.508, 5.889, 14.173
-181.392, 36.311, 5.916, 14.206
-181.392, 36.113, 5.940, 14.239
-181.391, 35.914, 5.959, 14.272
-181.392, 35.715, 5.974, 14.305
-181.392, 35.516, 5.987, 14.338
-181.392, 35.316, 5.997, 14.371
-181.391, 35.116, 6.005, 14.404
-181.391, 34.916, 6.013, 14.437
-181.391, 34.716, 6.020, 14.470
-181.391, 34.515, 6.029, 14.503
-181.390, 34.314, 6.039, 14.536
-181.391, 34.112, 6.051, 14.569
-181.390, 33.910, 6.066, 14.602
-181.390, 33.707, 6.084, 14.635
-181.390, 33.504, 6.105, 14.668
-181.390, 33.300, 6.128, 14.701
-181.390, 33.095, 6.154, 14.734
-181.389, 32.889, 6.182, 14.767
-181.389, 32.682, 6.212, 14.800
-181.389, 32.474, 6.243, 14.833
-181.389, 32.265, 6.273, 14.866
-181.389, 32.055, 6.303, 14.899
-181.389, 31.844, 6.332, 14.932
-181.389, 31.633, 6.358, 14.965
-181.388, 31.420, 6.383, 14.998
-181.388, 31.207, 6.405, 15.031
-181.388, 30.993, 6.425, 15.064
-181.388, 30.778, 6.442, 15.097
-181.388, 30.563, 6.458, 15.130
-181.388, 30.347, 6.473, 15.163
-181.387, 30.131, 6.488, 15.196
-181.387, 29.915, 6.503, 15.229
-181.387, 29.698, 6.518, 15.262
-181.387, 29.480, 6.534, 15.295
-181.386, 29.262, 6.552, 15.328
-181.386, 29.043, 6.571, 15.361
-181.386, 28.823, 6.592, 15.394
-181.386, 28.603, 6.615, 15.427
-181.386, 28.382, 6.640, 15.460
-181.385, 28.160, 6.666, 15.493
-181.385, 27.937, 6.694, 15.526
-181.385, 27.713, 6.722, 15.559
-181.385, 27.488, 6.751, 15.592
-181.384, 27.262, 6.779, 15.625
-181.384, 27.036, 6.806, 15.658
-181.384, 26.808, 6.832, 15.691
-181.384, 26.580, 6.857, 15.724
-181.384, 26.351, 6.880, 15.757
-181.383, 26.121, 6.901, 15.790
-181.383, 25.890, 6.921, 15.823
-181.382, 25.659, 6.940, 15.856
-181.382, 25.427, 6.958, 15.889
-181.382, 25.195, 6.976, 15.922
-181.382, 24.962, 6.994, 15.955
-181.381, 24.728, 7.013, 15.988
-181.381, 24.494, 7.033, 16.021
-181.381, 24.259, 7.054, 16.054
-181.381, 24.024, 7.077, 16.087
-181.380, 23.787, 7.101, 16.120
-181.380, 23.550, 7.126, 16.153
-181.379, 23.311, 7.153, 16.186
-181.379, 23.072, 7.180, 16.219
-181.379, 22.832, 7.208, 16.252
-181.379, 22.591, 7.236, 16.285
-181.378, 22.349, 7.263, 16.318
-181.378, 22.106, 7.290, 16.351
-181.377, 21.863, 7.317, 16.384
-181.377, 21.618, 7.342, 16.417
-181.377, 21.373, 7.367, 16.450
-181.377, 21.127, 7.390, 16.483
-181.376, 20.880, 7.413, 16.516
-181.376, 20.632, 7.436, 16.549
-181.375, 20.384, 7.458, 16.582
-181.375, 20.135, 7.479, 16.615
-181.374, 19.885, 7.502, 16.648
-181.374, 19.634, 7.524, 16.681
-181.374, 19.383, 7.548, 16.714
-181.374, 19.131, 7.572, 16.747
-181.373, 18.878, 7.596, 16.780
-181.372, 18.624, 7.622, 16.813
-181.372, 18.369, 7.648, 16.846
-181.372, 18.113, 7.675, 16.879
-181.371, 17.857, 7.702, 16.912
-181.371, 17.599, 7.729, 16.945
-181.370, 17.341, 7.756, 16.978
-181.370, 17.082, 7.783, 17.011
-181.369, 16.822, 7.810, 17.044
-181.369, 16.561, 7.837, 17.077
-181.369, 16.299, 7.863, 17.110
-181.368, 16.036, 7.889, 17.143
-181.368, 15.772, 7.915, 17.176
-181.367, 15.508, 7.941, 17.209
-181.366, 15.243, 7.967, 17.242
-181.366, 14.976, 7.992, 17.275
-181.366, 14.709, 8.018, 17.308
-181.365, 14.441, 8.044, 17.341
-181.365, 14.173, 8.070, 17.374
-181.364, 13.903, 8.096, 17.407
-181.363, 13.632, 8.123, 17.440
-181.363, 13.361, 8.150, 17.473
-181.362, 13.089, 8.177, 17.506
-181.362, 12.815, 8.204, 17.539
-181.362, 12.541, 8.232, 17.572
-181.361, 12.266, 8.260, 17.605
-181.360, 11.990, 8.288, 17.638
-181.359, 11.713, 8.316, 17.671
-181.359, 11.435, 8.345, 17.704
-181.359, 11.156, 8.373, 17.737
-181.358, 10.876, 8.401, 17.770
-181.357, 10.596, 8.429, 17.803
-181.357, 10.314, 8.458, 17.836
-181.356, 10.031, 8.486, 17.869
-181.356, 9.748, 8.514, 17.902
-181.355, 9.463, 8.542, 17.935
-181.354, 9.178, 8.570, 17.968
-181.353, 8.891, 8.599, 18.001
-181.353, 8.604, 8.627, 18.034
-181.352, 8.316, 8.655, 18.067
-181.352, 8.026, 8.684, 18.100
-181.351, 7.736, 8.713, 18.133
-181.350, 7.445, 8.742, 18.166
-181.350, 7.153, 8.771, 18.199
-181.349, 6.860, 8.800, 18.232
-181.348, 6.566, 8.829, 18.265
-181.347, 6.271, 8.859, 18.298
-181.347, 5.975, 8.889, 18.331
-181.346, 5.678, 8.919, 18.364
-181.345, 5.380, 8.949, 18.397
-181.345, 5.081, 8.979, 18.430
-181.344, 4.781, 9.009, 18.463
-181.343, 4.479, 9.039, 18.496
-181.343, 4.177, 9.070, 18.529
-181.342, 3.874, 9.100, 18.562
-181.341, 3.570, 9.130, 18.595
-181.340, 3.265, 9.161, 18.628
-181.339, 2.959, 9.191, 18.661
-181.338, 2.652, 9.222, 18.694
-181.338, 2.344, 9.253, 18.727
-181.337, 2.034, 9.283, 18.760
-181.336, 1.724, 9.314, 18.793
-181.336, 1.413, 9.345, 18.826
-181.335, 1.101, 9.376, 18.859
-181.334, 0.787, 9.407, 18.892
-181.332, 0.473, 9.438, 18.925
-181.332, 0.158, 9.470, 18.958
-181.331, -0.159, 9.501, 18.991
-181.330, -0.476, 9.533, 19.024
-181.329, -0.795, 9.565, 19.057
-181.328, -1.115, 9.597, 19.090
-181.327, -1.435, 9.630, 19.123
-181.327, -1.757, 9.662, 19.156
-181.326, -2.080, 9.694, 19.189
-181.325, -2.404, 9.727, 19.222
-181.324, -2.729, 9.760, 19.255
-181.323, -3.055, 9.792, 19.288
-181.322, -3.382, 9.825, 19.321
-181.321, -3.711, 9.858, 19.354
-181.320, -4.040, 9.891, 19.387
-181.319, -4.371, 9.924, 19.420
-181.318, -4.702, 9.957, 19.453
-181.317, -5.035, 9.990, 19.486
-181.316, -5.369, 10.023, 19.519
-181.315, -5.704, 10.056, 19.552
-181.314, -6.040, 10.090, 19.585
-181.313, -6.377, 10.123, 19.618
-181.312, -6.715, 10.157, 19.651
-181.311, -7.055, 10.191, 19.684
-181.310, -7.395, 10.225, 19.717
-181.308, -7.737, 10.259, 19.750
-181.307, -8.080, 10.293, 19.783
-181.306, -8.424, 10.328, 19.816
-181.305, -8.769, 10.362, 19.849
-181.304, -9.115, 10.397, 19.882
-181.303, -9.463, 10.432, 19.915
-181.302, -9.811, 10.467, 19.948
-181.301, -10.161, 10.502, 19.981
-181.299, -10.512, 10.537, 20.014
-181.298, -10.864, 10.573, 20.047
-181.297, -11.218, 10.608, 20.080
-181.296, -11.572, 10.644, 20.113
-181.295, -11.928, 10.679, 20.146
-181.294, -12.285, 10.715, 20.179
-181.292, -12.643, 10.750, 20.212
-181.291, -13.002, 10.786, 20.245
-181.290, -13.362, 10.822, 20.278
-181.289, -13.724, 10.858, 20.311
-181.288, -14.087, 10.894, 20.344
-181.286, -14.451, 10.931, 20.377
-181.285, -14.816, 10.967, 20.410
-181.283, -15.183, 11.004, 20.443
-181.282, -15.551, 11.040, 20.476
-181.281, -15.919, 11.077, 20.509
-181.280, -16.290, 11.114, 20.542
-181.278, -16.661, 11.151, 20.575
-181.277, -17.034, 11.189, 20.608
-181.275, -17.408, 11.226, 20.641
-181.274, -17.783, 11.264, 20.674
-181.273, -18.159, 11.302, 20.707
-181.271, -18.537, 11.339, 20.740
-181.270, -18.916, 11.378, 20.773
-181.268, -19.296, 11.416, 20.806
-181.267, -19.678, 11.454, 20.839
-181.266, -20.060, 11.493, 20.872
-181.264, -20.444, 11.531, 20.905
-181.263, -20.830, 11.570, 20.938
-181.261, -21.216, 11.609, 20.971
-181.260, -21.604, 11.648, 21.004
-181.258, -21.994, 11.688, 21.037
-181.257, -22.384, 11.727, 21.070
-181.255, -22.776, 11.766, 21.103
-181.254, -23.169, 11.806, 21.136
-181.252, -23.564, 11.846, 21.169
-181.251, -23.960, 11.885, 21.202
-181.249, -24.357, 11.925, 21.235
-181.247, -24.756, 11.965, 21.268
-181.246, -25.155, 12.005, 21.301
-181.244, -25.557, 12.046, 21.334
-181.243, -25.959, 12.086, 21.367
-181.241, -26.363, 12.127, 21.400
-181.239, -26.768, 12.167, 21.433
-181.238, -27.175, 12.208, 21.466
-181.236, -27.583, 12.249, 21.499
-181.234, -27.992, 12.290, 21.532
-181.232, -28.403, 12.332, 21.565
-181.231, -28.815, 12.373, 21.598
-181.229, -29.229, 12.415, 21.631
-181.227, -29.643, 12.456, 21.664
-181.226, -30.060, 12.498, 21.697
-181.224, -30.477, 12.540, 21.730
-181.222, -30.896, 12.582, 21.763
-181.220, -31.317, 12.625, 21.796
-181.218, -31.739, 12.667, 21.829
-181.216, -32.162, 12.710, 21.862
-181.214, -32.587, 12.752, 21.895
-181.212, -33.013, 12.795, 21.928
-181.210, -33.441, 12.838, 21.961
-181.208, -33.870, 12.881, 21.994
-181.206, -34.300, 12.924, 22.027
-181.205, -34.732, 12.967, 22.060
-181.203, -35.165, 13.011, 22.093
-181.201, -35.600, 13.054, 22.126
-181.199, -36.036, 13.098, 22.159
-181.197, -36.474, 13.142, 22.192
-181.195, -36.913, 13.186, 22.225
-181.193, -37.354, 13.230, 22.258
-181.191, -37.796, 13.275, 22.291
-181.189, -38.240, 13.319, 22.324
-181.187, -38.685, 13.364, 22.357
-181.185, -39.131, 13.409, 22.390
-181.182, -39.580, 13.454, 22.423
-181.180, -40.029, 13.499, 22.456
-181.178, -40.480, 13.544, 22.489
-181.176, -40.933, 13.589, 22.522
-181.174, -41.387, 13.635, 22.555
-181.172, -41.843, 13.681, 22.588
-181.169, -42.300, 13.727, 22.621
-181.167, -42.759, 13.773, 22.654
-181.165, -43.219, 13.819, 22.687
-181.162, -43.681, 13.866, 22.720
-181.160, -44.144, 13.912, 22.753
-181.158, -44.609, 13.959, 22.786
-181.156, -45.075, 14.006, 22.819
-181.153, -45.543, 14.053, 22.852
-181.151, -46.013, 14.100, 22.885
-181.148, -46.484, 14.147, 22.918
-181.146, -46.957, 14.194, 22.951
-181.143, -47.431, 14.242, 22.984
-181.141, -47.907, 14.289, 23.017
